post_id,engagement_score,connection_strength,hours_since_posted,content_type,creator_followers
post_01960,69.03,0.63,77,poll,364863
post_01961,45.56,0.58,67,video,224715
post_01962,54.41,0.96,68,article,134262
post_01963,75.15,0.65,52,poll,166658
post_01964,47.59,0.51,97,text,468839
post_01965,75.66,0.93,41,image,311063
post_01966,77.01,0.32,111,video,290815
post_01967,20.1,0.63,143,article,118271
post_01968,77.57,0.28,95,text,269717
post_01969,18.08,0.09,4,article,161934
post_01970,15.16,0.67,165,article,181389
post_01971,59.15,0.29,68,poll,397182
post_01972,33.94,0.43,46,article,337906
post_01973,64.11,0.57,62,video,368827
post_01974,59.8,0.37,126,video,148482
post_01975,63.15,0.6,118,text,322815
post_01976,39.34,1,71,article,393582
post_01977,45.34,0.8,162,image,88293
post_01978,61.38,0.5,134,article,6813
post_01979,51.64,0.27,29,poll,157570
post_01980,80.94,0.19,105,image,275389
post_01981,36.5,0.43,125,video,122506
post_01982,60.62,0.16,136,text,391551
post_01983,56.89,0.29,151,text,473703
post_01984,32.23,0.87,84,text,162655
post_01985,46.7,0.15,144,video,59557
post_01986,83.47,0.84,55,poll,44616
post_01987,49.47,0.07,119,article,216575
post_01988,55.41,0.32,75,image,58
post_01989,82.01,0.33,81,video,263036
post_01990,15.54,0.19,151,article,445476
post_01991,58.43,0.4,71,article,71493
post_01992,26.12,0.81,59,video,487498
post_01993,33.36,0.08,159,article,405608
post_01994,61.15,0.25,77,video,87795
post_01995,59.17,0.45,11,text,223070
post_01996,48.38,0.93,3,article,211972
post_01997,42.74,0.83,38,video,33678
post_01998,70.39,0.82,142,image,483208
post_01999,75.02,0.92,12,poll,68615
post_02000,59.07,0.13,26,poll,394001
post_02001,41.18,0.26,40,poll,416611
post_02002,67.08,0.95,112,video,436346
post_02003,32.05,0.52,125,article,499568
post_02004,63.52,0.57,7,poll,271324
post_02005,46.87,0.31,13,video,247359
post_02006,35.25,0.55,168,video,440116
post_02007,65.03,0.21,5,image,332530
post_02008,75.03,0.12,57,poll,320571
post_02009,31.07,0.21,131,text,30282
post_02010,17.61,0.39,101,article,426178
post_02011,54.81,0.66,142,video,219758
post_02012,27.37,0.87,31,article,205974
post_02013,46.9,0.92,4,image,32858
post_02014,81.69,0.75,26,poll,114898
post_02015,88.15,0.76,152,text,164508
post_02016,62.23,0.99,26,article,394806
post_02017,65.84,0.05,111,poll,337167
post_02018,86.05,0.38,121,poll,383962
post_02019,55.68,0.81,31,image,169360
post_02020,17.57,0.6,14,text,249726
post_02021,55.78,0.47,4,video,204985
post_02022,22.97,0.57,110,article,363872
post_02023,46.83,1,45,poll,345322
post_02024,89.32,0.71,109,poll,472341
post_02025,27.53,0.18,102,text,114895
post_02026,38.68,0.61,42,image,284902
post_02027,37.43,0.24,152,image,487045
post_02028,49.07,0.76,114,video,248994
post_02029,96.35,0.27,42,video,342744
post_02030,74.64,0.91,53,text,177547
post_02031,34.76,0.63,11,text,464339
post_02032,41.76,0.24,85,video,90610
post_02033,63.54,0.86,102,text,189140
post_02034,53.14,0.94,99,poll,65986
post_02035,46.15,0.23,56,article,286363
post_02036,71.6,0.82,159,video,262052
post_02037,46.13,0.36,129,text,171413
post_02038,87.96,0.89,6,video,343390
post_02039,57.45,0.39,30,article,442679
post_02040,60.13,0.83,77,text,498947
post_02041,59.87,0.64,81,video,22889
post_02042,29.36,0.37,113,video,220893
post_02043,28.88,0.95,96,article,117928
post_02044,71.87,0.89,24,video,448502
post_02045,49.43,0.49,21,text,99572
post_02046,1.97,0.32,36,article,240827
post_02047,28.44,0.82,46,text,143866
post_02048,30.77,0.17,30,article,276179
post_02049,94.41,0.73,49,video,103315
post_02050,39.05,0.06,14,article,354631
post_02051,64.11,0.78,122,text,330342
post_02052,49.61,0.44,44,text,394250
post_02053,53.14,0.55,56,poll,205929
post_02054,33.68,0.93,63,video,48066
post_02055,54.88,0.23,159,article,218685
post_02056,77.3,0.45,54,poll,337448
post_02057,26.17,0.47,0,image,289144
post_02058,26.63,0.51,64,text,145742
post_02059,44.95,0.57,152,text,319401
post_02060,51.17,0.61,42,article,50872
post_02061,24.11,0.41,148,text,61367
post_02062,51.31,0.88,97,poll,363647
post_02063,46.53,0.99,9,video,292840
post_02064,63.32,0.27,167,article,77413
post_02065,56.89,0.18,34,image,414020
post_02066,42.99,0.19,123,article,264637
post_02067,50.67,0.33,85,image,145199
post_02068,35.17,0.07,28,image,37659
post_02069,46.51,0.22,121,text,272721
post_02070,13.74,0.56,39,article,105738
post_02071,49.89,0.16,136,video,316332
post_02072,74.28,0.82,1,poll,459611
post_02073,10.08,0.4,131,text,222631
post_02074,35.23,0.44,16,article,132540
post_02075,47.31,0.56,3,video,337342
post_02076,58.28,0.15,2,text,481713
post_02077,64.56,0.62,8,poll,107527
post_02078,23.78,0.62,33,text,142721
post_02079,45.99,0.92,42,poll,425092
post_02080,31.35,0.91,93,text,264126
post_02081,52.46,0.1,147,poll,78407
post_02082,68.04,0.14,82,poll,229602
post_02083,61.93,0.54,4,video,161268
post_02084,49.68,0.29,33,video,180673
post_02085,39.71,0.25,130,text,437432
post_02086,41.21,0.43,133,article,343923
post_02087,41.59,0.99,139,video,481555
post_02088,51.54,0.38,125,poll,112267
post_02089,23.54,0.62,155,text,39414
post_02090,59.95,0.87,91,article,77199
post_02091,2.94,0.43,159,article,2861
post_02092,61.85,0.48,69,poll,39031
post_02093,40.59,0.52,68,poll,311684
post_02094,57.58,0.17,75,video,269579
post_02095,26.27,0.46,36,image,349234
post_02096,95.62,0.61,11,video,213290
post_02097,58.59,0.13,6,poll,343671
post_02098,58.3,0.51,122,poll,456632
post_02099,61.67,0.33,28,text,48512
post_02100,73.6,0.99,142,poll,1092
post_02101,52.97,0.75,30,poll,133525
post_02102,44.8,0.33,53,image,364620
post_02103,71.91,0.65,63,image,439355
post_02104,58.8,0.35,162,text,64652
post_02105,103.53,0.77,34,video,158991
post_02106,20.84,0.2,136,image,195008
post_02107,55.17,0.21,75,text,71449
post_02108,77.39,0.63,10,video,454670
post_02109,48.92,0.22,98,text,97166
post_02110,83.39,0.54,121,poll,446384
post_02111,32.42,0.34,18,image,418678
post_02112,68.32,0.62,70,poll,311249
post_02113,36.98,0.67,90,image,77317
post_02114,58.58,0.25,71,poll,369677
post_02115,59.23,0.65,44,poll,334333
post_02116,36.75,0.8,125,article,118602
post_02117,77.61,0.07,150,text,5084
post_02118,50.16,0.9,99,image,398300
post_02119,57.88,0.83,44,poll,156128
post_02120,82.29,0.67,66,video,167847
post_02121,51.7,0.59,93,image,204524
post_02122,42.28,0.23,91,article,442862
post_02123,29.38,0.55,133,image,363433
post_02124,54.28,0.28,118,video,44088
post_02125,97.32,0.41,52,video,394529
post_02126,66.3,0.63,122,poll,466052
post_02127,40.35,0.23,9,text,467299
post_02128,42.57,0.62,28,article,196796
post_02129,35.52,0.76,159,article,162458
post_02130,59.83,0.15,35,article,239343
post_02131,66.47,0.09,97,poll,87111
post_02132,26.89,0.21,77,article,209731
post_02133,41.11,0.56,52,text,103415
post_02134,58.53,0.15,125,text,389776
post_02135,25.68,0.07,96,article,254411
post_02136,53.85,0.45,86,poll,5448
post_02137,83.56,0.74,151,image,420410
post_02138,52.44,0.58,100,image,449410
post_02139,30.24,0.39,116,image,447791
post_02140,72.28,0.88,99,text,379623
post_02141,70.85,0.34,77,image,363412
post_02142,57.76,0.45,128,poll,410755
post_02143,52.58,0.35,157,poll,361756
post_02144,74.29,0.36,18,poll,461522
post_02145,65.17,0.79,54,video,236614
post_02146,69.67,0.67,34,image,130655
post_02147,85.53,0.43,159,video,484399
post_02148,68.65,0.97,158,video,77249
post_02149,54.54,0.74,157,image,88085
post_02150,58.01,0.15,54,text,498350
post_02151,33.47,0.05,13,image,123623
post_02152,67.74,0.79,144,article,408771
post_02153,57.06,0.6,39,poll,12975
post_02154,47.4,0.59,125,text,403182
post_02155,53.28,0.08,93,image,228580
post_02156,75.21,0.89,152,text,315638
post_02157,40.02,0.35,136,image,30549
post_02158,71.05,0.23,115,text,367051
post_02159,37.15,0.34,149,text,293549
post_02160,24.67,0.4,45,article,405133
post_02161,17.28,0.97,136,article,142482
post_02162,63.08,0.12,24,video,181202
post_02163,53.47,0.32,136,text,491220
post_02164,53.38,0.93,124,article,253390
post_02165,58.49,0.87,53,text,175057
post_02166,76.99,0.98,110,text,436841
post_02167,38.66,0.89,158,article,287310
post_02168,67.79,0.55,64,image,296720
post_02169,49.31,0.28,37,article,12174
post_02170,65.83,0.96,0,image,165325
post_02171,97.15,0.39,57,video,367266
post_02172,83.18,0.3,157,video,23657
post_02173,41.01,0.51,102,video,419906
post_02174,52.66,0.64,25,video,69989
post_02175,78.95,0.51,30,poll,127732
post_02176,51.51,0.98,41,poll,10311
post_02177,84.39,0.36,22,image,238234
post_02178,36.02,0.55,129,text,62984
post_02179,36.22,0.7,137,poll,258363
post_02180,74.58,0.76,133,video,357120
post_02181,23.55,0.69,77,image,402256
post_02182,59.47,0.94,42,image,336017
post_02183,48,0.74,150,article,355124
post_02184,65.44,0.54,159,video,168308
post_02185,67.03,0.68,74,text,286252
post_02186,69.69,0.96,13,image,486757
post_02187,62.91,0.2,47,poll,297809
post_02188,46.98,0.97,53,poll,13238
post_02189,72.53,0.15,125,poll,310524
post_02190,63.96,0.28,117,image,321874
post_02191,30.6,0.51,23,article,418906
post_02192,70.97,0.44,113,image,332089
post_02193,54.69,0.45,98,poll,195210
post_02194,60.53,0.83,73,poll,197669
post_02195,22.89,0.41,128,image,1813
post_02196,40.75,0.06,60,video,499679
post_02197,34.55,0.19,153,article,263096
post_02198,7.87,0.13,25,article,380270
post_02199,67.53,0.2,8,video,75398
post_02200,16.62,0.88,30,article,251612
post_02201,85.49,0.89,119,video,340732
post_02202,22.47,0.16,151,article,350745
post_02203,26.53,0.16,167,image,33474
post_02204,75.83,0.31,112,text,43145
post_02205,41.67,0.99,51,text,182735
post_02206,39.4,0.7,119,poll,452029
post_02207,50.74,0.46,9,image,482296
post_02208,6.43,0.25,0,article,340743
post_02209,101.02,0.85,73,video,82044
post_02210,61.45,0.12,20,poll,135572
post_02211,82.36,0.7,89,poll,120758
post_02212,43.75,0.64,86,video,204776
post_02213,75.36,0.41,150,poll,75852
post_02214,22.06,0.89,106,article,478867
post_02215,31.89,0.18,140,image,192475
post_02216,50.08,0.38,39,article,143714
post_02217,57.47,0.54,62,article,460820
post_02218,71.37,0.69,145,text,114411
post_02219,74.15,0.4,96,video,328345
post_02220,18.32,0.55,137,text,71638
post_02221,78.98,0.86,51,image,24216
post_02222,38.01,0.81,38,image,456741
post_02223,57.61,0.72,165,image,93591
post_02224,70.42,0.86,49,image,193387
post_02225,47.08,0.51,104,video,111774
post_02226,73.29,0.2,112,article,109474
post_02227,53.16,0.36,99,poll,254375
post_02228,90.88,0.66,115,poll,391617
post_02229,42.3,0.8,118,image,408224
post_02230,30.83,0.09,87,article,282561
post_02231,46.81,0.06,137,video,117981
post_02232,34.33,0.83,44,video,257034
post_02233,63.37,0.22,141,image,13552
post_02234,46.45,0.7,50,text,278972
post_02235,62.71,0.8,36,image,117183
post_02236,73.83,0.14,155,text,477845
post_02237,59.31,0.97,48,video,20098
post_02238,52.07,0.41,157,text,64227
post_02239,37.2,0.19,31,poll,48438
post_02240,77.96,0.8,20,video,246519
post_02241,81.83,1,70,video,194929
post_02242,20.04,0.11,89,article,312509
post_02243,58.99,0.66,61,video,43793
post_02244,71.28,0.28,15,poll,325533
post_02245,66.06,0.53,8,video,226901
post_02246,68.27,0.56,81,video,340375
post_02247,41.37,0.67,83,poll,405143
post_02248,20.37,0.06,115,text,321508
post_02249,72.39,0.29,48,text,288978
post_02250,57.27,0.14,37,text,93688
post_02251,51.16,0.26,125,poll,467420
post_02252,31.81,0.75,158,image,266606
post_02253,57.51,0.05,152,text,5262
post_02254,78.98,0.78,58,video,169733
post_02255,49.51,0.36,77,image,322989
post_02256,71.46,0.97,123,text,221421
post_02257,70.18,0.94,125,poll,441169
post_02258,78.72,0.54,38,video,189372
post_02259,37.84,0.1,23,poll,113617
post_02260,37.46,0.26,137,video,84602
post_02261,61.94,0.76,58,poll,462485
post_02262,71.28,0.2,88,poll,380372
post_02263,71.31,0.35,40,image,398270
post_02264,15.6,0.87,3,article,358684
post_02265,66.68,0.12,126,text,318314
post_02266,72.03,0.25,116,text,240143
post_02267,85.7,0.65,28,video,325950
post_02268,63.79,0.69,20,video,187812
post_02269,24.36,0.43,159,image,130795
post_02270,72.05,0.48,166,video,438184
post_02271,60.54,0.49,2,video,476555
post_02272,90.27,0.68,58,poll,111498
post_02273,41.3,0.55,35,article,373731
post_02274,65.88,0.53,117,article,482129
post_02275,82.07,0.1,150,poll,424781
post_02276,21.53,0.82,110,article,323683
post_02277,56.26,0.56,76,article,251449
post_02278,22.7,0.08,40,article,97426
post_02279,45.13,0.58,95,article,391832
post_02280,32.41,0.1,72,article,128625
post_02281,75.5,0.13,6,video,318211
post_02282,55.27,0.68,57,video,81787
post_02283,32.13,0.95,153,image,428594
post_02284,55.61,0.07,114,poll,461101
post_02285,25.35,0.27,51,text,246848
post_02286,76.72,0.93,90,poll,285511
post_02287,85.53,0.88,129,poll,470088
post_02288,22.97,0.94,117,article,68504
post_02289,74.53,0.94,23,image,183137
post_02290,77.18,0.51,49,poll,115447
post_02291,88.84,0.28,31,poll,434388
post_02292,96.69,0.21,98,video,89012
post_02293,53.09,0.82,46,text,156784
post_02294,50.12,0.44,96,poll,385722
post_02295,60.92,0.98,30,poll,324049
post_02296,21.61,0.26,95,text,498265
post_02297,44.56,0.1,155,image,73078
post_02298,72.76,0.95,110,video,186637
post_02299,69.99,0.88,68,text,142093
post_02300,41.83,0.85,146,image,202335
post_02301,28.57,0.12,97,article,146055
post_02302,38.38,0.86,74,poll,435986
post_02303,65.25,0.47,67,poll,433768
post_02304,82.34,0.3,52,poll,277654
post_02305,71.54,0.49,27,poll,291079
post_02306,45.05,0.97,67,article,388013
post_02307,61.26,0.63,136,article,25662
post_02308,49.51,0.57,89,image,3985
post_02309,38.61,0.79,113,text,275779
post_02310,72.16,0.99,162,video,458591
post_02311,53.11,0.51,82,poll,144076
post_02312,71.75,0.52,118,poll,298902
post_02313,28.89,0.16,82,article,18728
post_02314,77.97,0.4,55,text,340212
post_02315,33.33,0.21,99,poll,488887
post_02316,19.63,0.15,31,image,321571
post_02317,44.63,0.14,13,poll,44546
post_02318,76.3,0.81,4,text,275168
post_02319,74.87,0.58,24,text,224758
post_02320,65.71,1,121,text,177754
post_02321,86.75,0.3,9,video,429588
post_02322,53.7,0.59,20,article,328591
post_02323,22.31,0.48,91,article,460422
post_02324,45.42,0.42,164,poll,104859
post_02325,63.55,0.14,162,article,406894
post_02326,64.91,0.68,157,poll,157851
post_02327,29.94,0.29,53,text,278715
post_02328,44.96,0.53,104,poll,481630
post_02329,52.09,0.94,58,text,367872
post_02330,56.05,0.42,130,video,286086
post_02331,74.5,0.51,14,poll,205681
post_02332,70.51,0.53,131,video,440867
post_02333,26.92,0.18,16,article,150734
post_02334,57,0.81,116,text,128065
post_02335,63.51,0.12,70,video,240054
post_02336,58.81,0.22,153,image,165794
post_02337,66.6,0.3,33,poll,409636
post_02338,40.26,0.67,64,article,34626
post_02339,81.58,0.88,33,video,45686
post_02340,75.53,0.43,93,image,369952
post_02341,70.68,0.78,158,poll,335881
post_02342,40.3,0.05,139,image,68701
post_02343,48.2,0.25,102,poll,448162
post_02344,40.87,0.65,52,video,461728
post_02345,46.35,0.59,36,article,380670
post_02346,66.05,0.37,143,video,362063
post_02347,75.93,0.13,21,video,279711
post_02348,65.56,0.07,94,image,272045
post_02349,40.24,0.47,100,image,362940
post_02350,83.88,0.43,72,poll,249022
post_02351,58.88,0.07,103,poll,235391
post_02352,44.91,0.27,10,video,17604
post_02353,73.8,0.93,23,text,18721
post_02354,72.78,0.66,90,text,151514
post_02355,56.04,0.56,131,image,269009
post_02356,14.47,0.57,59,article,177737
post_02357,45.08,0.76,4,text,400237
post_02358,48.08,0.52,73,poll,302211
post_02359,48.27,0.19,139,text,239410
post_02360,73.84,0.19,30,video,247940
post_02361,58.6,0.63,150,text,171064
post_02362,26.36,0.86,153,video,69742
post_02363,87.13,0.05,93,poll,218313
post_02364,19.8,0.35,115,article,428354
post_02365,93.12,0.71,84,video,236479
post_02366,62.87,0.56,32,article,318633
post_02367,62.91,0.07,56,image,457574
post_02368,41.47,0.25,80,article,409462
post_02369,63.37,0.2,94,text,343314
post_02370,46.66,0.45,19,poll,295594
post_02371,59.22,0.97,74,poll,109927
post_02372,90.4,0.06,67,poll,96455
post_02373,86.4,0.94,93,video,271573
post_02374,31.36,0.93,134,article,6876
post_02375,33.75,0.8,72,article,488186
post_02376,68.65,0.3,103,poll,187614
post_02377,18.28,0.99,16,image,189373
post_02378,36.03,0.82,120,poll,286899
post_02379,44.55,0.98,81,video,384208
post_02380,18.53,0.55,31,image,320260
post_02381,70.34,0.37,13,poll,99252
post_02382,37.75,0.73,97,video,423885
post_02383,21.91,0.08,159,image,403831
post_02384,55.31,0.53,12,text,106975
post_02385,58.69,0.44,20,video,121703
post_02386,47.19,0.65,50,video,226979
post_02387,71.24,0.17,142,image,418453
post_02388,64.45,0.81,125,article,38075
post_02389,55.54,0.29,136,text,316725
post_02390,53.69,0.58,131,poll,95659
post_02391,41.8,0.81,41,video,65591
post_02392,56.64,0.76,88,article,242041
post_02393,78.19,0.51,5,video,228542
post_02394,71.95,0.85,7,poll,23892
post_02395,70.79,0.87,143,article,449814
post_02396,10.55,0.79,86,image,254928
post_02397,68.08,0.54,87,poll,214018
post_02398,34.36,0.16,95,text,201997
post_02399,80.05,0.24,8,video,36751
post_02400,94.3,0.91,124,video,418549
post_02401,61.09,0.66,147,poll,119430
post_02402,33.16,0.57,30,poll,424223
post_02403,52.02,0.97,107,text,457120
post_02404,39.05,0.75,166,video,324073
post_02405,87.81,0.64,131,poll,7884
post_02406,38.05,0.32,74,poll,80409
post_02407,70.4,0.66,149,article,461948
post_02408,31.64,0.57,51,text,191632
post_02409,20.94,0.79,33,article,109427
post_02410,13.03,0.11,50,article,250923
post_02411,84.86,0.92,7,video,311700
post_02412,44.05,0.2,143,video,9232
post_02413,42.98,0.95,122,text,225936
post_02414,27.35,0.1,90,image,70797
post_02415,70.4,0.15,162,image,249062
post_02416,50.67,0.9,54,video,179298
post_02417,54.39,0.99,105,article,326851
post_02418,26.12,0.21,103,image,30782
post_02419,93.99,0.42,49,video,114758
post_02420,71.31,0.21,118,image,250264
post_02421,29.92,0.17,94,article,314076
post_02422,89.75,0.5,156,video,228328
post_02423,76.4,0.83,135,poll,310115
post_02424,90.43,0.33,99,video,442128
post_02425,45.77,0.84,30,poll,213879
post_02426,79.91,0.75,131,video,364054
post_02427,71.33,0.19,56,article,38969
post_02428,70.98,0.63,74,video,344460
post_02429,71.81,0.51,155,poll,44208
post_02430,6.95,0.4,123,article,203577
post_02431,61.71,0.9,70,text,53580
post_02432,58.3,0.88,157,image,144034
post_02433,36.45,0.09,130,poll,458683
post_02434,58.64,0.65,159,video,338340
post_02435,42.62,0.74,140,text,210691
post_02436,27.64,0.59,166,video,236370
post_02437,45.41,0.3,113,video,27757
post_02438,24.39,0.38,43,text,138573
post_02439,43.11,0.34,16,poll,343176
post_02440,46.27,0.2,133,article,422862
post_02441,25.24,0.42,153,article,356229
post_02442,58.63,0.12,120,poll,226605
post_02443,23.04,0.05,167,image,243718
post_02444,51.1,0.59,8,poll,124560
post_02445,65.34,0.62,6,video,270532
post_02446,73.88,0.81,95,video,345097
post_02447,37.4,0.42,102,text,251226
post_02448,25.94,0.7,12,text,182922
post_02449,30.3,0.42,23,text,499802
post_02450,34.54,0.2,161,image,63554
post_02451,56.06,0.8,153,text,176114
post_02452,79.51,0.12,143,poll,88194
post_02453,74.97,0.95,82,image,138503
post_02454,86.65,0.94,64,poll,194239
post_02455,60.81,0.96,41,video,277945
post_02456,57.63,0.24,119,video,167434
