fan_id,match_attendance,merchandise_spend,social_engagement_score,streaming_hours,fantasy_spend,loyalty_index
fan_02381,0,1493.01,0.81,72.37,3114.43,0.44
fan_02382,2,1315.04,0.54,32.73,42591.7,0.21
fan_02383,2,187.57,0.08,10.36,268.35,0.21
fan_02384,0,2170.31,0.65,53.37,39368.81,0.58
fan_02385,0,535.85,0.82,104.73,3013.77,0.41
fan_02386,2,8877.12,0.31,25.12,1887.83,0.94
fan_02387,6,10619.84,0.89,33,2040.42,0.82
fan_02388,0,1465.85,0.97,66.1,7260.23,0.7
fan_02389,8,17203.44,0.71,37.06,2669.84,0.96
fan_02390,3,13109.98,0.53,39.2,819.81,0.9
fan_02391,1,499.42,0.07,16.4,219.47,0.28
fan_02392,4,33631.52,0.66,47.77,50.85,0.8
fan_02393,3,2889.36,0.47,64.51,31856.37,0.24
fan_02394,3,2599.09,0.67,52.07,10947.4,0.26
fan_02395,3,2245.44,0.81,34.6,25024.34,0.53
fan_02396,11,24881.72,0.76,39.35,4532.35,0.96
fan_02397,0,288.75,0.27,5.24,472.36,0.13
fan_02398,2,302.43,0.07,10.23,91.52,0.35
fan_02399,0,1789.21,0.8,72.12,7894,0.47
fan_02400,7,16725.72,0.8,38.46,1092.15,0.93
fan_02401,1,143.05,0.89,93.48,5002.02,0.42
fan_02402,3,2756.86,0.82,75.63,19045.22,0.32
fan_02403,1,485.02,0.15,23.31,439.15,0.2
fan_02404,3,10173,0.53,30.88,242.7,0.94
fan_02405,13,13353.78,0.54,42.03,705.07,0.98
fan_02406,7,5141.5,0.61,32.06,4662.42,0.85
fan_02407,1,956.34,0.74,64.03,3334.99,0.5
fan_02408,1,1229.21,0.75,88.66,8217.23,0.33
fan_02409,8,7284.8,0.6,42.85,3064.61,0.96
fan_02410,1,84.82,0.24,5.44,352.62,0.22
fan_02411,1,831.85,0.71,100.19,12190.66,0.4
fan_02412,8,13296.82,0.88,31.66,2591.02,0.84
fan_02413,13,13429.1,0.88,31.32,2205.23,0.86
fan_02414,1,2011.83,0.45,79.23,40467.77,0.36
fan_02415,9,15554.18,0.89,37.57,3905.99,0.85
fan_02416,1,176.86,0.07,23.14,52.57,0.2
fan_02417,2,360.29,0.28,17.19,351.05,0.11
fan_02418,2,1510.1,0.74,39.37,39757.43,0.53
fan_02419,3,8349.49,0.46,40.26,723.34,0.83
fan_02420,2,27061.41,0.58,38.17,1950.87,0.85
fan_02421,1,1280.6,0.79,52.42,12055.78,0.63
fan_02422,0,659.45,0.11,14.22,1.83,0.23
fan_02423,12,16985.85,0.89,27.71,3563.6,0.94
fan_02424,11,7973.99,0.56,48.07,1823.44,0.85
fan_02425,2,31191.89,0.38,49.12,1785.4,0.95
fan_02426,3,2467.77,0.61,59.31,18175.02,0.3
fan_02427,6,9013.84,0.45,30.57,940.21,0.82
fan_02428,1,721.55,0.26,19.6,56.18,0.12
fan_02429,14,9810.36,0.57,22.39,2411.16,0.97
fan_02430,3,29556.57,0.69,16.09,1679.83,0.91
fan_02431,2,599.74,0.16,29.3,424.43,0.28
fan_02432,1,323.73,0.97,68.68,7283.92,0.66
fan_02433,3,2677.2,0.67,56.86,37748.7,0.44
fan_02434,0,752.12,0.83,47.33,10850.27,0.39
fan_02435,1,663.2,0.26,6.26,182.34,0.4
fan_02436,3,2561,0.44,33.95,9079.11,0.37
fan_02437,6,25944.33,0.43,28.58,1014.87,0.97
fan_02438,7,5850.29,0.79,36.14,4095.03,0.82
fan_02439,2,1988.48,0.52,50.74,11763.98,0.44
fan_02440,0,2831.58,0.63,55.05,6864.15,0.31
fan_02441,9,6039.91,0.61,29.48,4920.73,0.8
fan_02442,1,172.6,0.26,8.6,129.12,0.19
fan_02443,0,2690.49,0.67,43.34,11858.24,0.51
fan_02444,7,14021.71,0.64,50.7,3833.03,0.99
fan_02445,0,540.76,0.65,70.43,12668.06,0.34
fan_02446,9,7756.75,0.87,32.34,2333.06,0.89
fan_02447,6,14781.67,0.42,46.31,92.61,1
fan_02448,12,19197.12,0.52,51.36,1894.01,0.98
fan_02449,0,278.26,0.08,18.53,477.01,0.32
fan_02450,0,374.97,0.07,28.14,334.04,0.2
fan_02451,2,604.62,0.27,17.71,465.74,0.27
fan_02452,1,117.36,0.87,65.85,7580.16,0.63
fan_02453,4,11622.75,0.68,39.94,1626.49,0.92
fan_02454,0,1500.78,0.65,51.83,6328.83,0.5
fan_02455,3,1596.07,0.72,48.91,24665.7,0.39
fan_02456,13,8624.2,0.77,49.68,1424.09,0.98
fan_02457,0,546.22,0.24,8.32,355.1,0.21
fan_02458,5,18597.43,0.36,37.82,1610.9,0.88
fan_02459,0,876.95,0.91,57.71,7544.56,0.57
fan_02460,1,1397.04,0.72,47.34,10001.99,0.56
fan_02461,8,23302.11,0.75,31.31,1133.75,0.84
fan_02462,1,2024.66,0.68,50.87,47902.08,0.27
fan_02463,0,1145.13,0.91,49.66,6052.17,0.7
fan_02464,6,31440.38,0.65,31.94,1780.11,0.95
fan_02465,1,897.43,0.77,43.3,10864.24,0.55
fan_02466,3,28564.32,0.4,46.06,993.01,0.86
fan_02467,1,380.84,0.92,63.52,6218.47,0.31
fan_02468,3,2724.11,0.64,75.34,8711.34,0.4
fan_02469,1,964.07,0.71,46.62,13220.21,0.69
fan_02470,0,509.97,0.21,29.23,398.41,0.29
fan_02471,0,403.89,0.3,27.97,243.3,0.24
fan_02472,4,15138.67,0.5,23.36,177.46,0.92
fan_02473,9,5343.72,0.75,37.61,2891.72,0.93
fan_02474,1,519.53,0.8,96.21,14192.86,0.53
fan_02475,9,21062.67,0.61,48.94,3745.98,0.95
fan_02476,1,50.28,0.86,95.41,6054.66,0.53
fan_02477,1,213.08,0.89,43.86,4085.7,0.38
fan_02478,0,276.74,0.6,53.43,14508.83,0.42
fan_02479,0,2022.01,0.52,61.19,45744.28,0.34
fan_02480,0,1648.89,0.76,98.33,14562.23,0.37
fan_02481,1,1310.28,0.68,47.02,3945.96,0.44
fan_02482,2,37449.45,0.64,28.88,1938.04,0.76
fan_02483,0,469.91,0.16,21.65,471.14,0.2
fan_02484,12,21002.76,0.84,38.53,2411.39,0.82
fan_02485,9,7771.64,0.83,20.58,2617.79,0.99
fan_02486,14,8129.12,0.56,44.09,999.84,0.86
fan_02487,3,1862.52,0.6,56.95,47082.58,0.3
fan_02488,2,75.55,0.12,29.42,193.47,0.18
fan_02489,2,2875.4,0.64,43.54,8258.22,0.27
fan_02490,1,95.38,0.3,11.47,127.4,0.15
fan_02491,1,923.15,0.24,20.41,420.01,0.18
fan_02492,4,31666.6,0.38,38.99,1304.48,0.93
fan_02493,2,39907.72,0.37,29.41,1714.03,0.82
fan_02494,2,1832.29,0.62,38.12,18948.04,0.4
fan_02495,3,28121.28,0.64,24.3,1387.67,0.72
fan_02496,1,43.73,0.97,61.31,1075.52,0.31
fan_02497,1,992.8,0.88,76.66,7128.78,0.43
fan_02498,2,136.7,0.22,6.18,101.2,0.18
fan_02499,2,600.58,0.06,28.83,125.25,0.19
fan_02500,0,921.06,0.68,99.5,7736.18,0.47
